#,Taxonomy,Class,Template Name,File Folder,Filename,Image,Tag,Mask,Resolution,Top,Left,Width,Height,Points,Text Annotation,Minimal Top,Minimal Left,Minimal Width,Minimal Height,Attributes
219,,"COVID-19 Right Lung","Right Lung",,"legionella-pneumonia-1.png",images/cfad3e59862041bf040dbee7422e575c04b82fdf.png,tags/cfad3e59862041bf040dbee7422e575c04b82fdf_eBLBNizHh4wBaNpJB.png,masks/cfad3e59862041bf040dbee7422e575c04b82fdf_eBLBNizHh4wBaNpJB.png,895x804,94,100,342,509,,"undefined",94,100,342,509,
220,,"COVID-19 Airways","Airways",,"lancet-case2b.jpg",images/ce8738ac397d163bce61f20d4bbff9d42329682a.jpg,tags/ce8738ac397d163bce61f20d4bbff9d42329682a_aYrWerqZQxPtZhpda.png,masks/ce8738ac397d163bce61f20d4bbff9d42329682a_aYrWerqZQxPtZhpda.png,1404x1412,0,660,293,593,,"undefined",0,660,293,593,
221,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"lancet-case2b.jpg",images/ce8738ac397d163bce61f20d4bbff9d42329682a.jpg,tags/ce8738ac397d163bce61f20d4bbff9d42329682a_bn2L4YXiMJ6sEbeZD.png,masks/ce8738ac397d163bce61f20d4bbff9d42329682a_bn2L4YXiMJ6sEbeZD.png,1404x1412,280,554,691,767,,"undefined",280,554,691,767,
222,,"COVID-19 Consolidation","Consolidation",,"lancet-case2b.jpg",images/ce8738ac397d163bce61f20d4bbff9d42329682a.jpg,tags/ce8738ac397d163bce61f20d4bbff9d42329682a_QgkxHDPBHi25eAFP8.png,masks/ce8738ac397d163bce61f20d4bbff9d42329682a_QgkxHDPBHi25eAFP8.png,1404x1412,362,221,1106,625,,"undefined",362,221,1106,625,
223,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"lancet-case2b.jpg",images/ce8738ac397d163bce61f20d4bbff9d42329682a.jpg,tags/ce8738ac397d163bce61f20d4bbff9d42329682a_NzSxJfcorFAurNXes.png,masks/ce8738ac397d163bce61f20d4bbff9d42329682a_NzSxJfcorFAurNXes.png,1404x1412,136,230,1079,819,,"undefined",136,230,1079,819,
224,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"lancet-case2b.jpg",images/ce8738ac397d163bce61f20d4bbff9d42329682a.jpg,tags/ce8738ac397d163bce61f20d4bbff9d42329682a_6bjaupkX4Yw87yxPG.png,masks/ce8738ac397d163bce61f20d4bbff9d42329682a_6bjaupkX4Yw87yxPG.png,1404x1412,34,832,506,1039,,"undefined",34,832,506,1039,
225,,"COVID-19 Monitoring Probes","Monitoring Probes",,"lancet-case2b.jpg",images/ce8738ac397d163bce61f20d4bbff9d42329682a.jpg,tags/ce8738ac397d163bce61f20d4bbff9d42329682a_9LzrRDZrrQbKT9XZv.png,masks/ce8738ac397d163bce61f20d4bbff9d42329682a_9LzrRDZrrQbKT9XZv.png,1404x1412,250,350,1054,1162,,"undefined",250,350,1054,1162,
226,,"COVID-19 Right Lung","Right Lung",,"lancet-case2b.jpg",images/ce8738ac397d163bce61f20d4bbff9d42329682a.jpg,tags/ce8738ac397d163bce61f20d4bbff9d42329682a_8nRpQTHr6suWpGBby.png,masks/ce8738ac397d163bce61f20d4bbff9d42329682a_8nRpQTHr6suWpGBby.png,1404x1412,8,193,544,969,,"undefined",8,193,544,969,
227,,"COVID-19 Endotracheal Tube","Endotracheal Tube",,"lancet-case2b.jpg",images/ce8738ac397d163bce61f20d4bbff9d42329682a.jpg,tags/ce8738ac397d163bce61f20d4bbff9d42329682a_vjrnmRW8LMXZKrkNy.png,masks/ce8738ac397d163bce61f20d4bbff9d42329682a_vjrnmRW8LMXZKrkNy.png,1404x1412,0,758,76,367,,"undefined",0,758,76,367,
228,,"COVID-19 Airways","Airways",,"lancet-case2a.jpg",images/358823a0a3a1f69fb089b048316ba48dd0a5831e.jpg,tags/358823a0a3a1f69fb089b048316ba48dd0a5831e_GTNxEsa63RPs9jPHb.png,masks/358823a0a3a1f69fb089b048316ba48dd0a5831e_GTNxEsa63RPs9jPHb.png,1401x1402,0,562,318,554,,"undefined",0,562,318,554,
229,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"lancet-case2a.jpg",images/358823a0a3a1f69fb089b048316ba48dd0a5831e.jpg,tags/358823a0a3a1f69fb089b048316ba48dd0a5831e_ck7EBBtdeG7hqDNY9.png,masks/358823a0a3a1f69fb089b048316ba48dd0a5831e_ck7EBBtdeG7hqDNY9.png,1401x1402,174,505,697,837,,"undefined",174,505,697,837,
230,,"COVID-19 Consolidation","Consolidation",,"lancet-case2a.jpg",images/358823a0a3a1f69fb089b048316ba48dd0a5831e.jpg,tags/358823a0a3a1f69fb089b048316ba48dd0a5831e_EidJ3mxLWmBgJjJgE.png,masks/358823a0a3a1f69fb089b048316ba48dd0a5831e_EidJ3mxLWmBgJjJgE.png,1401x1402,0,0,528,745,,"undefined",0,0,528,745,
231,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"lancet-case2a.jpg",images/358823a0a3a1f69fb089b048316ba48dd0a5831e.jpg,tags/358823a0a3a1f69fb089b048316ba48dd0a5831e_DdBEc2kM2Ej7KZvYf.png,masks/358823a0a3a1f69fb089b048316ba48dd0a5831e_DdBEc2kM2Ej7KZvYf.png,1401x1402,112,129,1105,769,,"undefined",112,129,1105,769,
232,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"lancet-case2a.jpg",images/358823a0a3a1f69fb089b048316ba48dd0a5831e.jpg,tags/358823a0a3a1f69fb089b048316ba48dd0a5831e_yuCA8oPZWKd375T3K.png,masks/358823a0a3a1f69fb089b048316ba48dd0a5831e_yuCA8oPZWKd375T3K.png,1401x1402,4,717,556,941,,"undefined",4,717,556,941,
233,,"COVID-19 Monitoring Probes","Monitoring Probes",,"lancet-case2a.jpg",images/358823a0a3a1f69fb089b048316ba48dd0a5831e.jpg,tags/358823a0a3a1f69fb089b048316ba48dd0a5831e_TDGeemJKhqADbqMYR.png,masks/358823a0a3a1f69fb089b048316ba48dd0a5831e_TDGeemJKhqADbqMYR.png,1401x1402,188,270,1131,1214,,"undefined",188,270,1131,1214,
234,,"COVID-19 Right Lung","Right Lung",,"lancet-case2a.jpg",images/358823a0a3a1f69fb089b048316ba48dd0a5831e.jpg,tags/358823a0a3a1f69fb089b048316ba48dd0a5831e_XFCNBuAyy5PZ4xZKv.png,masks/358823a0a3a1f69fb089b048316ba48dd0a5831e_XFCNBuAyy5PZ4xZKv.png,1401x1402,11,104,522,940,,"undefined",11,104,522,940,
235,,"COVID-19 Airways","Airways",,"klebsiella-pneumonia-1.jpg",images/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59.jpg,tags/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59_eoFrFF5LPfjfqPdRy.png,masks/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59_eoFrFF5LPfjfqPdRy.png,780x671,43,339,113,336,,"undefined",43,339,113,336,
236,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"klebsiella-pneumonia-1.jpg",images/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59.jpg,tags/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59_YZr9ymjgtMZ38XfeQ.png,masks/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59_YZr9ymjgtMZ38XfeQ.png,780x671,221,347,230,361,,"undefined",221,347,230,361,
237,,"COVID-19 Consolidation","Consolidation",,"klebsiella-pneumonia-1.jpg",images/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59.jpg,tags/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59_KqGNh2KRPBQAjZNER.png,masks/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59_KqGNh2KRPBQAjZNER.png,780x671,99,154,196,310,,"undefined",99,154,196,310,
238,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"klebsiella-pneumonia-1.jpg",images/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59.jpg,tags/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59_vc6JNMYyNgDHpeCW4.png,masks/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59_vc6JNMYyNgDHpeCW4.png,780x671,88,141,224,520,,"undefined",88,141,224,520,
239,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"klebsiella-pneumonia-1.jpg",images/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59.jpg,tags/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59_GL4h4ofchvutDNb4Q.png,masks/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59_GL4h4ofchvutDNb4Q.png,780x671,83,421,219,492,,"undefined",83,421,219,492,
240,,"COVID-19 Monitoring Probes","Monitoring Probes",,"klebsiella-pneumonia-1.jpg",images/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59.jpg,tags/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59_Y54XaRSH2b3Zepg5Y.png,masks/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59_Y54XaRSH2b3Zepg5Y.png,780x671,118,201,522,553,,"undefined",118,201,522,553,
241,,"COVID-19 Right Lung","Right Lung",,"klebsiella-pneumonia-1.jpg",images/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59.jpg,tags/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59_qcPNzGY8PM2b23nMy.png,masks/6f8f3cb421c08af4fbdc5598e15bf6c96b84da59_qcPNzGY8PM2b23nMy.png,780x671,74,142,240,547,,"undefined",74,142,240,547,
242,,"COVID-19 Airways","Airways",,"pneumocystis-jirovecii-pneumonia-2.jpg",images/22bfd2e911764931fb48ea66c25c6d0d6d01542a.jpg,tags/22bfd2e911764931fb48ea66c25c6d0d6d01542a_Rst8QbhxK34DdFeKy.png,masks/22bfd2e911764931fb48ea66c25c6d0d6d01542a_Rst8QbhxK34DdFeKy.png,2755x2639,100,1089,401,1250,,"undefined",100,1089,401,1250,
243,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"pneumocystis-jirovecii-pneumonia-2.jpg",images/22bfd2e911764931fb48ea66c25c6d0d6d01542a.jpg,tags/22bfd2e911764931fb48ea66c25c6d0d6d01542a_z4kWJBsKMmduMq8xx.png,masks/22bfd2e911764931fb48ea66c25c6d0d6d01542a_z4kWJBsKMmduMq8xx.png,2755x2639,712,1036,815,1218,,"undefined",712,1036,815,1218,
244,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"pneumocystis-jirovecii-pneumonia-2.jpg",images/22bfd2e911764931fb48ea66c25c6d0d6d01542a.jpg,tags/22bfd2e911764931fb48ea66c25c6d0d6d01542a_bQspWJf47ufiRjN7Q.png,masks/22bfd2e911764931fb48ea66c25c6d0d6d01542a_bQspWJf47ufiRjN7Q.png,2755x2639,517,436,1646,1476,,"undefined",517,436,1646,1476,
245,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"pneumocystis-jirovecii-pneumonia-2.jpg",images/22bfd2e911764931fb48ea66c25c6d0d6d01542a.jpg,tags/22bfd2e911764931fb48ea66c25c6d0d6d01542a_Pnr4QYWwRRJh5wdeA.png,masks/22bfd2e911764931fb48ea66c25c6d0d6d01542a_Pnr4QYWwRRJh5wdeA.png,2755x2639,213,1326,790,1760,,"undefined",213,1326,790,1760,
246,,"COVID-19 Right Lung","Right Lung",,"pneumocystis-jirovecii-pneumonia-2.jpg",images/22bfd2e911764931fb48ea66c25c6d0d6d01542a.jpg,tags/22bfd2e911764931fb48ea66c25c6d0d6d01542a_zusq6vbzzEbQaRaq2.png,masks/22bfd2e911764931fb48ea66c25c6d0d6d01542a_zusq6vbzzEbQaRaq2.png,2755x2639,235,433,816,1842,,"undefined",235,433,816,1842,
247,,"COVID-19 Airways","Airways",,"kjr-21-e24-g003-l-a.jpg",images/e43dc097ddb47ab35a4e4c19f913a531fcfbc6e5.jpg,tags/e43dc097ddb47ab35a4e4c19f913a531fcfbc6e5_D4LQFRiejKNN3vLjt.png,masks/e43dc097ddb47ab35a4e4c19f913a531fcfbc6e5_D4LQFRiejKNN3vLjt.png,425x448,0,182,82,224,,"undefined",0,182,82,224,
248,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"kjr-21-e24-g003-l-a.jpg",images/e43dc097ddb47ab35a4e4c19f913a531fcfbc6e5.jpg,tags/e43dc097ddb47ab35a4e4c19f913a531fcfbc6e5_MSpQSGuZCbwgdcziq.png,masks/e43dc097ddb47ab35a4e4c19f913a531fcfbc6e5_MSpQSGuZCbwgdcziq.png,425x448,114,149,170,265,,"undefined",114,149,170,265,
249,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"kjr-21-e24-g003-l-a.jpg",images/e43dc097ddb47ab35a4e4c19f913a531fcfbc6e5.jpg,tags/e43dc097ddb47ab35a4e4c19f913a531fcfbc6e5_F5opKZit5Co4d4bF8.png,masks/e43dc097ddb47ab35a4e4c19f913a531fcfbc6e5_F5opKZit5Co4d4bF8.png,425x448,280,314,45,42,,"undefined",280,314,45,42,
250,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"kjr-21-e24-g003-l-a.jpg",images/e43dc097ddb47ab35a4e4c19f913a531fcfbc6e5.jpg,tags/e43dc097ddb47ab35a4e4c19f913a531fcfbc6e5_4CrJqedGLFZnfx64y.png,masks/e43dc097ddb47ab35a4e4c19f913a531fcfbc6e5_4CrJqedGLFZnfx64y.png,425x448,59,237,178,334,,"undefined",59,237,178,334,
251,,"COVID-19 Right Lung","Right Lung",,"kjr-21-e24-g003-l-a.jpg",images/e43dc097ddb47ab35a4e4c19f913a531fcfbc6e5.jpg,tags/e43dc097ddb47ab35a4e4c19f913a531fcfbc6e5_zJj2LDXwdyDpYELBN.png,masks/e43dc097ddb47ab35a4e4c19f913a531fcfbc6e5_zJj2LDXwdyDpYELBN.png,425x448,42,11,189,369,,"undefined",42,11,189,369,
252,,"COVID-19 Airways","Airways",,"kjr-21-e24-g001-l-a.jpg",images/28477beed444ea3e5d5fd47c2551f193f848cf92.jpg,tags/28477beed444ea3e5d5fd47c2551f193f848cf92_FpEmfN9jhTR4pvvLy.png,masks/28477beed444ea3e5d5fd47c2551f193f848cf92_FpEmfN9jhTR4pvvLy.png,328x237,0,134,68,137,,"undefined",0,134,68,137,
253,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"kjr-21-e24-g001-l-a.jpg",images/28477beed444ea3e5d5fd47c2551f193f848cf92.jpg,tags/28477beed444ea3e5d5fd47c2551f193f848cf92_SsRdSYrFBptuTgcif.png,masks/28477beed444ea3e5d5fd47c2551f193f848cf92_SsRdSYrFBptuTgcif.png,328x237,67,124,171,162,,"undefined",67,124,171,162,
254,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"kjr-21-e24-g001-l-a.jpg",images/28477beed444ea3e5d5fd47c2551f193f848cf92.jpg,tags/28477beed444ea3e5d5fd47c2551f193f848cf92_f55bpHaBWXZMqEgnu.png,masks/28477beed444ea3e5d5fd47c2551f193f848cf92_f55bpHaBWXZMqEgnu.png,328x237,28,12,302,198,,"undefined",28,12,302,198,
255,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"kjr-21-e24-g001-l-a.jpg",images/28477beed444ea3e5d5fd47c2551f193f848cf92.jpg,tags/28477beed444ea3e5d5fd47c2551f193f848cf92_hSQQP96zDZJC5pGC4.png,masks/28477beed444ea3e5d5fd47c2551f193f848cf92_hSQQP96zDZJC5pGC4.png,328x237,19,173,141,218,,"undefined",19,173,141,218,
256,,"COVID-19 Right Lung","Right Lung",,"kjr-21-e24-g001-l-a.jpg",images/28477beed444ea3e5d5fd47c2551f193f848cf92.jpg,tags/28477beed444ea3e5d5fd47c2551f193f848cf92_dFGj69s5B48KcecYT.png,masks/28477beed444ea3e5d5fd47c2551f193f848cf92_dFGj69s5B48KcecYT.png,328x237,14,7,157,192,,"undefined",14,7,157,192,
257,,"COVID-19 Airways","Airways",,"gr1_lrg-b.jpg",images/6167ceb981572ce8cb8c4236492dc84deffbdef3.jpg,tags/6167ceb981572ce8cb8c4236492dc84deffbdef3_LFft28QzjyYTh5Ddt.png,masks/6167ceb981572ce8cb8c4236492dc84deffbdef3_LFft28QzjyYTh5Ddt.png,781x750,0,326,104,289,,"undefined",0,326,104,289,
258,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"gr1_lrg-b.jpg",images/6167ceb981572ce8cb8c4236492dc84deffbdef3.jpg,tags/6167ceb981572ce8cb8c4236492dc84deffbdef3_HTNNX3E6o3tfWcpw3.png,masks/6167ceb981572ce8cb8c4236492dc84deffbdef3_HTNNX3E6o3tfWcpw3.png,781x750,181,282,278,409,,"undefined",181,282,278,409,
259,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"gr1_lrg-b.jpg",images/6167ceb981572ce8cb8c4236492dc84deffbdef3.jpg,tags/6167ceb981572ce8cb8c4236492dc84deffbdef3_6fTvwvXHMftd94ucm.png,masks/6167ceb981572ce8cb8c4236492dc84deffbdef3_6fTvwvXHMftd94ucm.png,781x750,120,110,573,497,,"undefined",120,110,573,497,
260,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"gr1_lrg-b.jpg",images/6167ceb981572ce8cb8c4236492dc84deffbdef3.jpg,tags/6167ceb981572ce8cb8c4236492dc84deffbdef3_KJeWqamfedfpm3nAW.png,masks/6167ceb981572ce8cb8c4236492dc84deffbdef3_KJeWqamfedfpm3nAW.png,781x750,60,399,290,564,,"undefined",60,399,290,564,
261,,"COVID-19 Right Lung","Right Lung",,"gr1_lrg-b.jpg",images/6167ceb981572ce8cb8c4236492dc84deffbdef3.jpg,tags/6167ceb981572ce8cb8c4236492dc84deffbdef3_ErSFeXw7PQjmLdReQ.png,masks/6167ceb981572ce8cb8c4236492dc84deffbdef3_ErSFeXw7PQjmLdReQ.png,781x750,86,104,246,559,,"undefined",86,104,246,559,
262,,"COVID-19 Airways","Airways",,"FE9F9A5D-2830-46F9-851B-1FF4534959BE.jpeg",images/12b52a118ca62e914c7e796f6bec4e1a4e04f645.jpg,tags/12b52a118ca62e914c7e796f6bec4e1a4e04f645_suRkKA8vxo38cSzeJ.png,masks/12b52a118ca62e914c7e796f6bec4e1a4e04f645_suRkKA8vxo38cSzeJ.png,1024x1024,0,446,168,436,,"undefined",0,446,168,436,
263,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"FE9F9A5D-2830-46F9-851B-1FF4534959BE.jpeg",images/12b52a118ca62e914c7e796f6bec4e1a4e04f645.jpg,tags/12b52a118ca62e914c7e796f6bec4e1a4e04f645_NMJSbiePGaumuLLWM.png,masks/12b52a118ca62e914c7e796f6bec4e1a4e04f645_NMJSbiePGaumuLLWM.png,1024x1024,249,411,375,355,,"undefined",249,411,375,355,
264,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"FE9F9A5D-2830-46F9-851B-1FF4534959BE.jpeg",images/12b52a118ca62e914c7e796f6bec4e1a4e04f645.jpg,tags/12b52a118ca62e914c7e796f6bec4e1a4e04f645_KeYgQdfeLR9S5MdAB.png,masks/12b52a118ca62e914c7e796f6bec4e1a4e04f645_KeYgQdfeLR9S5MdAB.png,1024x1024,286,696,159,299,,"undefined",286,696,159,299,
265,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"FE9F9A5D-2830-46F9-851B-1FF4534959BE.jpeg",images/12b52a118ca62e914c7e796f6bec4e1a4e04f645.jpg,tags/12b52a118ca62e914c7e796f6bec4e1a4e04f645_eDFmDYSFshesyEHP2.png,masks/12b52a118ca62e914c7e796f6bec4e1a4e04f645_eDFmDYSFshesyEHP2.png,1024x1024,109,526,344,532,,"undefined",109,526,344,532,
266,,"COVID-19 Right Lung","Right Lung",,"FE9F9A5D-2830-46F9-851B-1FF4534959BE.jpeg",images/12b52a118ca62e914c7e796f6bec4e1a4e04f645.jpg,tags/12b52a118ca62e914c7e796f6bec4e1a4e04f645_AD8hqFHu4N2FubomC.png,masks/12b52a118ca62e914c7e796f6bec4e1a4e04f645_AD8hqFHu4N2FubomC.png,1024x1024,96,143,324,556,,"undefined",96,143,324,556,
267,,"COVID-19 Airways","Airways",,"pneumocystis-jiroveci-pneumonia-4-PA.png",images/5701e60c9f1e0bfab9a4a327b61ffe3b06cc4615.png,tags/5701e60c9f1e0bfab9a4a327b61ffe3b06cc4615_2GcWqRFpir7kT39bP.png,masks/5701e60c9f1e0bfab9a4a327b61ffe3b06cc4615_2GcWqRFpir7kT39bP.png,2318x2765,0,995,453,1287,,"undefined",0,995,453,1287,
268,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"pneumocystis-jiroveci-pneumonia-4-PA.png",images/5701e60c9f1e0bfab9a4a327b61ffe3b06cc4615.png,tags/5701e60c9f1e0bfab9a4a327b61ffe3b06cc4615_eqMa5wgRdB7KyH7GH.png,masks/5701e60c9f1e0bfab9a4a327b61ffe3b06cc4615_eqMa5wgRdB7KyH7GH.png,2318x2765,685,845,840,1327,,"undefined",685,845,840,1327,
269,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"pneumocystis-jiroveci-pneumonia-4-PA.png",images/5701e60c9f1e0bfab9a4a327b61ffe3b06cc4615.png,tags/5701e60c9f1e0bfab9a4a327b61ffe3b06cc4615_Qh8xmgpdBwmvZT2iP.png,masks/5701e60c9f1e0bfab9a4a327b61ffe3b06cc4615_Qh8xmgpdBwmvZT2iP.png,2318x2765,817,529,1408,808,,"undefined",817,529,1408,808,
270,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"pneumocystis-jiroveci-pneumonia-4-PA.png",images/5701e60c9f1e0bfab9a4a327b61ffe3b06cc4615.png,tags/5701e60c9f1e0bfab9a4a327b61ffe3b06cc4615_W8krDrMxjbycLB2HK.png,masks/5701e60c9f1e0bfab9a4a327b61ffe3b06cc4615_W8krDrMxjbycLB2HK.png,2318x2765,285,1284,881,2051,,"undefined",285,1284,881,2051,
271,,"COVID-19 Right Lung","Right Lung",,"pneumocystis-jiroveci-pneumonia-4-PA.png",images/5701e60c9f1e0bfab9a4a327b61ffe3b06cc4615.png,tags/5701e60c9f1e0bfab9a4a327b61ffe3b06cc4615_dbHvdvLjmNyJmfpC9.png,masks/5701e60c9f1e0bfab9a4a327b61ffe3b06cc4615_dbHvdvLjmNyJmfpC9.png,2318x2765,276,92,1014,1960,,"undefined",276,92,1014,1960,
272,,"COVID-19 Airways","Airways",,"figure1-5e75d0940b71e1b702629659-98-right.jpeg",images/05f6e20974c2fb6d0a4bf071a35f2fadca551d41.jpg,tags/05f6e20974c2fb6d0a4bf071a35f2fadca551d41_Xgr2wLyBn9555iGpR.png,masks/05f6e20974c2fb6d0a4bf071a35f2fadca551d41_Xgr2wLyBn9555iGpR.png,1261x982,0,541,174,519,,"undefined",0,541,174,519,
273,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"figure1-5e75d0940b71e1b702629659-98-right.jpeg",images/05f6e20974c2fb6d0a4bf071a35f2fadca551d41.jpg,tags/05f6e20974c2fb6d0a4bf071a35f2fadca551d41_XjXb3J6rMHreHLtSN.png,masks/05f6e20974c2fb6d0a4bf071a35f2fadca551d41_XjXb3J6rMHreHLtSN.png,1261x982,261,415,593,631,,"undefined",261,415,593,631,
274,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"figure1-5e75d0940b71e1b702629659-98-right.jpeg",images/05f6e20974c2fb6d0a4bf071a35f2fadca551d41.jpg,tags/05f6e20974c2fb6d0a4bf071a35f2fadca551d41_Eu68yTEbbTzLSeSKA.png,masks/05f6e20974c2fb6d0a4bf071a35f2fadca551d41_Eu68yTEbbTzLSeSKA.png,1261x982,114,253,369,676,,"undefined",114,253,369,676,
275,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"figure1-5e75d0940b71e1b702629659-98-right.jpeg",images/05f6e20974c2fb6d0a4bf071a35f2fadca551d41.jpg,tags/05f6e20974c2fb6d0a4bf071a35f2fadca551d41_RdWrkibKiwcrRuAxo.png,masks/05f6e20974c2fb6d0a4bf071a35f2fadca551d41_RdWrkibKiwcrRuAxo.png,1261x982,41,687,485,744,,"undefined",41,687,485,744,
276,,"COVID-19 Right Lung","Right Lung",,"figure1-5e75d0940b71e1b702629659-98-right.jpeg",images/05f6e20974c2fb6d0a4bf071a35f2fadca551d41.jpg,tags/05f6e20974c2fb6d0a4bf071a35f2fadca551d41_qgA5tNAtGfQvKE8Ja.png,masks/05f6e20974c2fb6d0a4bf071a35f2fadca551d41_qgA5tNAtGfQvKE8Ja.png,1261x982,74,94,530,810,,"undefined",74,94,530,810,
277,,"COVID-19 Tubings","Tubings",,"figure1-5e75d0940b71e1b702629659-98-right.jpeg",images/05f6e20974c2fb6d0a4bf071a35f2fadca551d41.jpg,tags/05f6e20974c2fb6d0a4bf071a35f2fadca551d41_p5xfTAwuATWD46d7f.png,masks/05f6e20974c2fb6d0a4bf071a35f2fadca551d41_p5xfTAwuATWD46d7f.png,1261x982,0,822,363,569,,"undefined",0,822,363,569,
278,,"COVID-19 Airways","Airways",,"F4341CE7-73C9-45C6-99C8-8567A5484B63.jpeg",images/6d07ebc292197499c977e157cefbd4269ac6ffd6.jpg,tags/6d07ebc292197499c977e157cefbd4269ac6ffd6_wejBhNAJHsHW5nupW.png,masks/6d07ebc292197499c977e157cefbd4269ac6ffd6_wejBhNAJHsHW5nupW.png,1677x1611,0,718,295,737,,"undefined",0,718,295,737,
279,,"COVID-19 Cardiomediastinum","Cardiomediastinum",,"F4341CE7-73C9-45C6-99C8-8567A5484B63.jpeg",images/6d07ebc292197499c977e157cefbd4269ac6ffd6.jpg,tags/6d07ebc292197499c977e157cefbd4269ac6ffd6_5ZNFrdiwfbhcegdy2.png,masks/6d07ebc292197499c977e157cefbd4269ac6ffd6_5ZNFrdiwfbhcegdy2.png,1677x1611,429,603,671,879,,"undefined",429,603,671,879,
280,,"COVID-19 Ground Glass Opacities","Ground Glass Opacities",,"F4341CE7-73C9-45C6-99C8-8567A5484B63.jpeg",images/6d07ebc292197499c977e157cefbd4269ac6ffd6.jpg,tags/6d07ebc292197499c977e157cefbd4269ac6ffd6_JsFg8uGjZcrsccQSu.png,masks/6d07ebc292197499c977e157cefbd4269ac6ffd6_JsFg8uGjZcrsccQSu.png,1677x1611,461,247,1233,731,,"undefined",461,247,1233,731,
281,"Class:Left Lung","COVID-19 Left Lung","Left Lung",,"F4341CE7-73C9-45C6-99C8-8567A5484B63.jpeg",images/6d07ebc292197499c977e157cefbd4269ac6ffd6.jpg,tags/6d07ebc292197499c977e157cefbd4269ac6ffd6_mj3G2y9Ai2fx2eSdt.png,masks/6d07ebc292197499c977e157cefbd4269ac6ffd6_mj3G2y9Ai2fx2eSdt.png,1677x1611,52,910,713,1390,,"undefined",52,910,713,1390,
282,,"COVID-19 Right Lung","Right Lung",,"F4341CE7-73C9-45C6-99C8-8567A5484B63.jpeg",images/6d07ebc292197499c977e157cefbd4269ac6ffd6.jpg,tags/6d07ebc292197499c977e157cefbd4269ac6ffd6_3zQ4NySkavfZteo5Q.png,masks/6d07ebc292197499c977e157cefbd4269ac6ffd6_3zQ4NySkavfZteo5Q.png,1677x1611,19,37,778,1404,,"undefined",19,37,778,1404,
283,,"COVID-19 Airways","Airways",,"kjr-21-e24-g002-l-a.jpg",images/131e99b604d7e074a88a30750eddf27fcc1dfd5c.jpg,tags/131e99b604d7e074a88a30750eddf27fcc1dfd5c_KY4Fvn5LeqiLD6oss.png,masks/131e99b604d7e074a88a30750eddf27fcc1dfd5c_KY4Fvn5LeqiLD6oss.png,298x294,0,122,64,159,,"undefined",0,122,64,159,
